Module ID,Trace File,Object File, Library File
MOD_BT,btadp\include\bluetooth_trc.h,l2cap_sm.obj,btstack.lib
MOD_BT,btadp\include\bluetooth_trc.h,l2cap_utl.obj,btstack.lib
MOD_BT,btadp\include\bluetooth_trc.h,me.obj,btstack.lib
MOD_BT,btadp\include\bluetooth_trc.h,meacc.obj,btstack.lib
MOD_BT,btadp\include\bluetooth_trc.h,mecon.obj,btstack.lib
MOD_BT,btadp\include\bluetooth_trc.h,medev.obj,btstack.lib
MOD_BT,btadp\include\bluetooth_trc.h,meeir.obj,btstack.lib
MOD_BT,btadp\include\bluetooth_trc.h,meif.obj,btstack.lib
MOD_BT,btadp\include\bluetooth_trc.h,meradio.obj,btstack.lib
MOD_BT,btadp\include\bluetooth_trc.h,mesco.obj,btstack.lib
MOD_BT,btadp\include\bluetooth_trc.h,mesec.obj,btstack.lib
MOD_BT,btadp\include\bluetooth_trc.h,obclient.obj,btprofiles.lib
MOD_BT,btadp\include\bluetooth_trc.h,obdebug.obj,btprofiles.lib
MOD_BT,btadp\include\bluetooth_trc.h,obex_utl.obj,btprofiles.lib
MOD_BT,btadp\include\bluetooth_trc.h,obexsdpdb.obj,btprofiles.lib
MOD_BT,btadp\include\bluetooth_trc.h,obparse.obj,btprofiles.lib
MOD_BT,btadp\include\bluetooth_trc.h,observer.obj,btprofiles.lib
MOD_BT,btadp\include\bluetooth_trc.h,obstack.obj,btprofiles.lib
MOD_BT,btadp\include\bluetooth_trc.h,obxbtstk.obj,btprofiles.lib
MOD_BT,btadp\include\bluetooth_trc.h,radiomgr.obj,btstack.lib
MOD_BT,btadp\include\bluetooth_trc.h,rfc_ctl.obj,btstack.lib
MOD_BT,btadp\include\bluetooth_trc.h,rfc_sm.obj,btstack.lib
MOD_BT,btadp\include\bluetooth_trc.h,rfc_util.obj,btstack.lib
MOD_BT,btadp\include\bluetooth_trc.h,rfcomm.obj,btstack.lib
MOD_BT,btadp\include\bluetooth_trc.h,rxbuff.obj,btstack.lib
MOD_BT,btadp\include\bluetooth_trc.h,sdap.obj,btstack.lib
MOD_BT,btadp\include\bluetooth_trc.h,sdpclient.obj,btstack.lib
MOD_BT,btadp\include\bluetooth_trc.h,sdpdb.obj,btprofiles.lib
MOD_BT,btadp\include\bluetooth_trc.h,sdpserv.obj,btstack.lib
MOD_BT,btadp\include\bluetooth_trc.h,spp.obj,btprofiles.lib
MOD_BT,btadp\include\bluetooth_trc.h,transprt.obj,btstack.lib
MOD_BT,btadp\include\bluetooth_trc.h,uarttran.obj,btstack.lib
MOD_DRMT,drm\include\drm_trace.h,drm_consume.obj,drm.lib
MOD_DRMT,drm\include\drm_trace.h,drm_core_cmd.obj,drmadp_mtk.lib
MOD_DRMT,drm\include\drm_trace.h,drm_core_parser.obj,drmadp_mtk.lib
MOD_DRMT,drm\include\drm_trace.h,drm_core_proc.obj,drmadp_mtk.lib
MOD_DRMT,drm\include\drm_trace.h,drm_interface.obj,drm.lib
MOD_DRMT,drm\include\drm_trace.h,drm_main.obj,drm.lib
MOD_DRMT,drm\include\drm_trace.h,drm_memory.obj,drm.lib
MOD_DRMT,drm\include\drm_trace.h,rightsmgrsrv.obj,mmi_service.lib
MOD_DRMT,drm\include\drm_trace.h,rightsmgrutil.obj,mmi_app.lib
MOD_AUX,drv\include\drv_trc.h,accdet.obj,peripheral.lib
MOD_AUX,drv\include\drv_trc.h,app_parse_db.obj,codegen.lib
MOD_AUX,drv\include\drv_trc.h,cal_camera_nvram.obj,camera.lib
MOD_AUX,drv\include\drv_trc.h,cal_cb.obj,camera.lib
MOD_AUX,drv\include\drv_trc.h,cal_cct_feature_ctrl.obj,camera.lib
MOD_AUX,drv\include\drv_trc.h,cal_feature_ctrl.obj,camera.lib
MOD_AUX,drv\include\drv_trc.h,cal_high_task_main.obj,camera.lib
MOD_AUX,drv\include\drv_trc.h,cal_low_task_main.obj,camera.lib
MOD_AUX,drv\include\drv_trc.h,cal_main.obj,camera.lib
MOD_AUX,drv\include\drv_trc.h,cal_profiling.obj,camera.lib
MOD_AUX,drv\include\drv_trc.h,cal_scenario_ctrl.obj,camera.lib
MOD_AUX,drv\include\drv_trc.h,cal_task_main.obj,camera.lib
MOD_AUX,drv\include\drv_trc.h,cal_webcam.obj,camera.lib
MOD_AUX,drv\include\drv_trc.h,dcl_gpt.obj,peripheral.lib
MOD_AUX,drv\include\drv_trc.h,dcl_memory_card.obj,mc.lib
MOD_AUX,drv\include\drv_trc.h,dclh_kbd.obj,peripheral.lib
MOD_AUX,drv\include\drv_trc.h,dcls_kbd.obj,peripheral.lib
MOD_AUX,drv\include\drv_trc.h,display_io.obj,drv_display.lib
MOD_AUX,drv\include\drv_trc.h,flatten_api_6260.obj,drv_display.lib
MOD_AUX,drv\include\drv_trc.h,isp_control.obj,camera.lib
MOD_AUX,drv\include\drv_trc.h,isp_driver_if.obj,camera.lib
MOD_AUX,drv\include\drv_trc.h,isp_feature.obj,camera.lib
MOD_AUX,drv\include\drv_trc.h,isp_isr.obj,camera.lib
MOD_AUX,drv\include\drv_trc.h,isp_main.obj,camera.lib
MOD_AUX,drv\include\drv_trc.h,isp_webcam.obj,camera.lib
MOD_AUX,drv\include\drv_trc.h,kbdmain.obj,peripheral.lib
MOD_AUX,drv\include\drv_trc.h,lcd_exception_api_6260.obj,drv_display.lib
MOD_AUX,drv\include\drv_trc.h,msdc.obj,mc.lib
MOD_AUX,drv\include\drv_trc.h,msdc2.obj,mc.lib
MOD_AUX,drv\include\drv_trc.h,pfc.obj,peripheral.lib
MOD_AUX,drv\include\drv_trc.h,rtc.obj,bootloader_ext.lib
MOD_AUX,drv\include\drv_trc.h,rtc.obj,peripheral.lib
MOD_AUX,drv\include\drv_trc.h,sd.obj,mc.lib
MOD_AUX,drv\include\drv_trc.h,sd2.obj,mc.lib
MOD_AUX,drv\include\drv_trc.h,sd_drv.obj,mc.lib
MOD_AUX,drv\include\drv_trc.h,sd_drv2.obj,mc.lib
MOD_AUX,drv\include\drv_trc.h,sdio_drv.obj,mc.lib
MOD_AUX,drv\include\drv_trc.h,touch_panel.obj,peripheral.lib
MOD_AUX,drv\include\drv_trc.h,ts_drv.obj,peripheral.lib
MOD_AUX,drv\include\drv_trc.h,uart.obj,peripheral.lib
MOD_AUX,drv\include\drv_trc.h,uart_vfifo.obj,peripheral.lib
MOD_AUX,drv\include\drv_trc.h,wfc_autonomous.obj,drv_display.lib
MOD_AUX,drv\include\drv_trc.h,wfcapi.obj,drv_display.lib
MOD_AUX,drv\include\drv_trc.h,wfd_lcd_common.obj,drv_display.lib
MOD_CAL,drv\include\drv_trc.h,accdet.obj,peripheral.lib
MOD_CAL,drv\include\drv_trc.h,app_parse_db.obj,codegen.lib
MOD_CAL,drv\include\drv_trc.h,cal_camera_nvram.obj,camera.lib
MOD_CAL,drv\include\drv_trc.h,cal_cb.obj,camera.lib
MOD_CAL,drv\include\drv_trc.h,cal_cct_feature_ctrl.obj,camera.lib
MOD_CAL,drv\include\drv_trc.h,cal_feature_ctrl.obj,camera.lib
MOD_CAL,drv\include\drv_trc.h,cal_high_task_main.obj,camera.lib
MOD_CAL,drv\include\drv_trc.h,cal_low_task_main.obj,camera.lib
MOD_CAL,drv\include\drv_trc.h,cal_main.obj,camera.lib
MOD_CAL,drv\include\drv_trc.h,cal_profiling.obj,camera.lib
MOD_CAL,drv\include\drv_trc.h,cal_scenario_ctrl.obj,camera.lib
MOD_CAL,drv\include\drv_trc.h,cal_task_main.obj,camera.lib
MOD_CAL,drv\include\drv_trc.h,cal_webcam.obj,camera.lib
MOD_CAL,drv\include\drv_trc.h,dcl_gpt.obj,peripheral.lib
MOD_CAL,drv\include\drv_trc.h,dcl_memory_card.obj,mc.lib
MOD_CAL,drv\include\drv_trc.h,dclh_kbd.obj,peripheral.lib
MOD_CAL,drv\include\drv_trc.h,dcls_kbd.obj,peripheral.lib
MOD_CAL,drv\include\drv_trc.h,display_io.obj,drv_display.lib
MOD_CAL,drv\include\drv_trc.h,flatten_api_6260.obj,drv_display.lib
MOD_CAL,drv\include\drv_trc.h,isp_control.obj,camera.lib
MOD_CAL,drv\include\drv_trc.h,isp_driver_if.obj,camera.lib
MOD_CAL,drv\include\drv_trc.h,isp_feature.obj,camera.lib
MOD_CAL,drv\include\drv_trc.h,isp_isr.obj,camera.lib
MOD_CAL,drv\include\drv_trc.h,isp_main.obj,camera.lib
MOD_CAL,drv\include\drv_trc.h,isp_webcam.obj,camera.lib
MOD_CAL,drv\include\drv_trc.h,kbdmain.obj,peripheral.lib
MOD_CAL,drv\include\drv_trc.h,lcd_exception_api_6260.obj,drv_display.lib
MOD_CAL,drv\include\drv_trc.h,msdc.obj,mc.lib
MOD_CAL,drv\include\drv_trc.h,msdc2.obj,mc.lib
MOD_CAL,drv\include\drv_trc.h,pfc.obj,peripheral.lib
MOD_CAL,drv\include\drv_trc.h,rtc.obj,bootloader_ext.lib
MOD_CAL,drv\include\drv_trc.h,rtc.obj,peripheral.lib
MOD_CAL,drv\include\drv_trc.h,sd.obj,mc.lib
MOD_CAL,drv\include\drv_trc.h,sd2.obj,mc.lib
MOD_CAL,drv\include\drv_trc.h,sd_drv.obj,mc.lib
MOD_CAL,drv\include\drv_trc.h,sd_drv2.obj,mc.lib
MOD_CAL,drv\include\drv_trc.h,sdio_drv.obj,mc.lib
MOD_CAL,drv\include\drv_trc.h,touch_panel.obj,peripheral.lib
MOD_CAL,drv\include\drv_trc.h,ts_drv.obj,peripheral.lib
MOD_CAL,drv\include\drv_trc.h,uart.obj,peripheral.lib
MOD_CAL,drv\include\drv_trc.h,uart_vfifo.obj,peripheral.lib
MOD_CAL,drv\include\drv_trc.h,wfc_autonomous.obj,drv_display.lib
MOD_CAL,drv\include\drv_trc.h,wfcapi.obj,drv_display.lib
MOD_CAL,drv\include\drv_trc.h,wfd_lcd_common.obj,drv_display.lib
MOD_DRVKBD,drv\include\drv_trc.h,accdet.obj,peripheral.lib
MOD_DRVKBD,drv\include\drv_trc.h,app_parse_db.obj,codegen.lib
MOD_DRVKBD,drv\include\drv_trc.h,cal_camera_nvram.obj,camera.lib
MOD_DRVKBD,drv\include\drv_trc.h,cal_cb.obj,camera.lib
MOD_DRVKBD,drv\include\drv_trc.h,cal_cct_feature_ctrl.obj,camera.lib
MOD_DRVKBD,drv\include\drv_trc.h,cal_feature_ctrl.obj,camera.lib
MOD_DRVKBD,drv\include\drv_trc.h,cal_high_task_main.obj,camera.lib
MOD_DRVKBD,drv\include\drv_trc.h,cal_low_task_main.obj,camera.lib
MOD_DRVKBD,drv\include\drv_trc.h,cal_main.obj,camera.lib
MOD_DRVKBD,drv\include\drv_trc.h,cal_profiling.obj,camera.lib
MOD_DRVKBD,drv\include\drv_trc.h,cal_scenario_ctrl.obj,camera.lib
MOD_DRVKBD,drv\include\drv_trc.h,cal_task_main.obj,camera.lib
MOD_DRVKBD,drv\include\drv_trc.h,cal_webcam.obj,camera.lib
MOD_DRVKBD,drv\include\drv_trc.h,dcl_gpt.obj,peripheral.lib
MOD_DRVKBD,drv\include\drv_trc.h,dcl_memory_card.obj,mc.lib
MOD_DRVKBD,drv\include\drv_trc.h,dclh_kbd.obj,peripheral.lib
MOD_DRVKBD,drv\include\drv_trc.h,dcls_kbd.obj,peripheral.lib
MOD_DRVKBD,drv\include\drv_trc.h,display_io.obj,drv_display.lib
MOD_DRVKBD,drv\include\drv_trc.h,flatten_api_6260.obj,drv_display.lib
MOD_DRVKBD,drv\include\drv_trc.h,isp_control.obj,camera.lib
MOD_DRVKBD,drv\include\drv_trc.h,isp_driver_if.obj,camera.lib
MOD_DRVKBD,drv\include\drv_trc.h,isp_feature.obj,camera.lib
MOD_DRVKBD,drv\include\drv_trc.h,isp_isr.obj,camera.lib
MOD_DRVKBD,drv\include\drv_trc.h,isp_main.obj,camera.lib
MOD_DRVKBD,drv\include\drv_trc.h,isp_webcam.obj,camera.lib
MOD_DRVKBD,drv\include\drv_trc.h,kbdmain.obj,peripheral.lib
MOD_DRVKBD,drv\include\drv_trc.h,lcd_exception_api_6260.obj,drv_display.lib
MOD_DRVKBD,drv\include\drv_trc.h,msdc.obj,mc.lib
MOD_DRVKBD,drv\include\drv_trc.h,msdc2.obj,mc.lib
MOD_DRVKBD,drv\include\drv_trc.h,pfc.obj,peripheral.lib
MOD_DRVKBD,drv\include\drv_trc.h,rtc.obj,bootloader_ext.lib
MOD_DRVKBD,drv\include\drv_trc.h,rtc.obj,peripheral.lib
MOD_DRVKBD,drv\include\drv_trc.h,sd.obj,mc.lib
MOD_DRVKBD,drv\include\drv_trc.h,sd2.obj,mc.lib
MOD_DRVKBD,drv\include\drv_trc.h,sd_drv.obj,mc.lib
MOD_DRVKBD,drv\include\drv_trc.h,sd_drv2.obj,mc.lib
MOD_DRVKBD,drv\include\drv_trc.h,sdio_drv.obj,mc.lib
MOD_DRVKBD,drv\include\drv_trc.h,touch_panel.obj,peripheral.lib
MOD_DRVKBD,drv\include\drv_trc.h,ts_drv.obj,peripheral.lib
MOD_DRVKBD,drv\include\drv_trc.h,uart.obj,peripheral.lib
MOD_DRVKBD,drv\include\drv_trc.h,uart_vfifo.obj,peripheral.lib
MOD_DRVKBD,drv\include\drv_trc.h,wfc_autonomous.obj,drv_display.lib
MOD_DRVKBD,drv\include\drv_trc.h,wfcapi.obj,drv_display.lib
MOD_DRVKBD,drv\include\drv_trc.h,wfd_lcd_common.obj,drv_display.lib
MOD_DRV_HISR,drv\include\drv_trc.h,accdet.obj,peripheral.lib
MOD_DRV_HISR,drv\include\drv_trc.h,app_parse_db.obj,codegen.lib
MOD_DRV_HISR,drv\include\drv_trc.h,cal_camera_nvram.obj,camera.lib
MOD_DRV_HISR,drv\include\drv_trc.h,cal_cb.obj,camera.lib
MOD_DRV_HISR,drv\include\drv_trc.h,cal_cct_feature_ctrl.obj,camera.lib
MOD_DRV_HISR,drv\include\drv_trc.h,cal_feature_ctrl.obj,camera.lib
MOD_DRV_HISR,drv\include\drv_trc.h,cal_high_task_main.obj,camera.lib
MOD_DRV_HISR,drv\include\drv_trc.h,cal_low_task_main.obj,camera.lib
MOD_DRV_HISR,drv\include\drv_trc.h,cal_main.obj,camera.lib
MOD_DRV_HISR,drv\include\drv_trc.h,cal_profiling.obj,camera.lib
MOD_DRV_HISR,drv\include\drv_trc.h,cal_scenario_ctrl.obj,camera.lib
MOD_DRV_HISR,drv\include\drv_trc.h,cal_task_main.obj,camera.lib
MOD_DRV_HISR,drv\include\drv_trc.h,cal_webcam.obj,camera.lib
MOD_DRV_HISR,drv\include\drv_trc.h,dcl_gpt.obj,peripheral.lib
MOD_DRV_HISR,drv\include\drv_trc.h,dcl_memory_card.obj,mc.lib
MOD_DRV_HISR,drv\include\drv_trc.h,dclh_kbd.obj,peripheral.lib
MOD_DRV_HISR,drv\include\drv_trc.h,dcls_kbd.obj,peripheral.lib
MOD_DRV_HISR,drv\include\drv_trc.h,display_io.obj,drv_display.lib
MOD_DRV_HISR,drv\include\drv_trc.h,flatten_api_6260.obj,drv_display.lib
MOD_DRV_HISR,drv\include\drv_trc.h,isp_control.obj,camera.lib
MOD_DRV_HISR,drv\include\drv_trc.h,isp_driver_if.obj,camera.lib
MOD_DRV_HISR,drv\include\drv_trc.h,isp_feature.obj,camera.lib
MOD_DRV_HISR,drv\include\drv_trc.h,isp_isr.obj,camera.lib
MOD_DRV_HISR,drv\include\drv_trc.h,isp_main.obj,camera.lib
MOD_DRV_HISR,drv\include\drv_trc.h,isp_webcam.obj,camera.lib
MOD_DRV_HISR,drv\include\drv_trc.h,kbdmain.obj,peripheral.lib
MOD_DRV_HISR,drv\include\drv_trc.h,lcd_exception_api_6260.obj,drv_display.lib
MOD_DRV_HISR,drv\include\drv_trc.h,msdc.obj,mc.lib
MOD_DRV_HISR,drv\include\drv_trc.h,msdc2.obj,mc.lib
MOD_DRV_HISR,drv\include\drv_trc.h,pfc.obj,peripheral.lib
MOD_DRV_HISR,drv\include\drv_trc.h,rtc.obj,bootloader_ext.lib
MOD_DRV_HISR,drv\include\drv_trc.h,rtc.obj,peripheral.lib
MOD_DRV_HISR,drv\include\drv_trc.h,sd.obj,mc.lib
MOD_DRV_HISR,drv\include\drv_trc.h,sd2.obj,mc.lib
MOD_DRV_HISR,drv\include\drv_trc.h,sd_drv.obj,mc.lib
MOD_DRV_HISR,drv\include\drv_trc.h,sd_drv2.obj,mc.lib
MOD_DRV_HISR,drv\include\drv_trc.h,sdio_drv.obj,mc.lib
MOD_DRV_HISR,drv\include\drv_trc.h,touch_panel.obj,peripheral.lib
MOD_DRV_HISR,drv\include\drv_trc.h,ts_drv.obj,peripheral.lib
MOD_DRV_HISR,drv\include\drv_trc.h,uart.obj,peripheral.lib
MOD_DRV_HISR,drv\include\drv_trc.h,uart_vfifo.obj,peripheral.lib
MOD_DRV_HISR,drv\include\drv_trc.h,wfc_autonomous.obj,drv_display.lib
